feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label
1.9754300509422682,-1.8239113551079742,0.5182630344282271,3.26986138311976,4.146881967810366,3.2048431119927994,-2.735180082039003,-1.6273475002004818,1.3484486640981805,0.5992835083709895,1
-0.7101881995902106,-3.3077397058660996,-2.211070629766636,3.2897282512955144,-1.4042565295289058,0.2361232415219079,1.6720203654537977,0.37157148846039156,-3.5974552720332893,-2.494908568136061,0
0.9956542366321766,-0.8431688129901018,-3.5574497077228,0.43924579467014,0.5329439183187235,2.5164876408578545,-1.6465070333590293,-2.609764401479163,1.6360377973262894,3.2727041957618512,1
-6.308833951675577,-7.131650310990689,-3.7816524101376743,4.674762673792901,-1.4972072122341005,3.583245059985951,0.3643732380731284,0.5877821429538841,-4.875007656450174,-6.29705520935039,0
1.8441194126584228,-0.4659839471474634,-0.6229886056391305,1.8347308256663095,1.0135510072585372,0.9391686084433939,-2.5469185790424484,-1.3316676491041861,0.9458284318080339,2.926661053437953,1
-5.522289986188289,0.13905305034145732,-1.1183237861251594,1.9682354371949344,-3.569772447093123,0.8430873780156674,-0.5009596294130794,1.939759597822194,0.7525852629076168,-5.520853456106113,0
-3.7205842437929455,-2.228111966608351,-1.5021444950866611,0.2992098365905962,-2.4240091479799286,2.6082161059212265,2.6209943243721705,3.6628707787501655,-0.894540537957222,-2.597641822387094,0
0.40939418227307156,-0.612994555657661,-1.240499556184484,-1.8372238057896437,2.946824925753397,5.186167147017475,-4.212423561430812,-1.8803536450003395,4.864035036988355,3.353846124610712,1
-0.40061318646845145,-2.695942172020743,-1.682301274066365,3.33933487739633,0.5605631439655556,0.6813319831393745,0.591239084419598,1.373615303491606,-1.0912224371189203,-0.6600603651884953,0
3.1308919175731615,-2.0628462646127566,-0.7199731927527262,2.1818482011373646,2.057965922706561,-1.4851505267105476,-0.04787872298725615,-4.767677672049267,1.658817058788567,5.140966456248158,1
3.1317674322277025,-1.5062156546010577,-1.9285423445099643,-0.6191291390093316,1.2314731180078087,3.2705182010164866,-2.4158825229262675,-2.5416928009700905,4.284376503437,3.593975344277283,1
2.2148059480055147,-0.14925302201756319,-4.512586978277726,1.1503042543276258,-0.675297342020873,-2.267434302922476,2.7554485647485736,-1.7829239192943183,-1.1243925427473425,2.4377117451552843,1
-0.07108718289722993,-1.9548611193492433,-1.9829018924089212,-1.3284365454245135,-5.760696713480836,2.272124455989154,3.8601680248360424,5.301407973946328,-3.7043261618347283,-2.0937104451878987,0
2.441803482641988,-2.1911318103994284,-0.36957776983471513,2.3457598577780527,1.3388098735606262,2.0208457402979785,-1.1402340965727282,0.08111734809423599,0.5023352547709818,1.8009509743717143,1
-3.486806852695296,-3.5720624096351035,1.405000090637179,2.8609060532819535,-1.3586212471489896,-2.066879875322072,0.4245402705707384,2.453368445246649,0.987533954337148,-6.720351214844923,0
0.29084215932740287,-0.2903690825070122,-1.5978169350762725,2.596227187951367,-0.40989618232326586,1.275413692396505,2.4479517193600726,1.7924031715271616,-0.23689254325625897,-2.301535897089627,0
0.9056654387300507,-3.442771719818729,-3.1139190341191556,2.714550116189555,1.5600109616049584,0.6819682871054797,-2.508969948146241,1.104087864234903,3.170451885321919,-0.8904512885295497,1
-5.761266102450083,-1.0697229138278788,-1.4648789312310833,1.4716854863274538,-4.824831594262482,3.4899754440329436,0.9419757437125116,0.7685708003258647,-2.95674116756355,-4.40732965011841,0
-3.0462927130024786,-6.304029441189803,-1.5382236878942865,-1.9776612768706117,-5.41007669631182,3.3488358603258246,0.23869981676228003,1.9758101340787262,-5.526828518676634,-2.144362792038849,0
-5.601840885894145,-2.70520107318586,-2.1224815291240597,-0.2820106254166217,-5.14038799073632,1.4395078859045953,3.381709338419012,0.8872892786579532,-6.616497092162352,-6.111926103793848,0
1.9170654064889558,0.10440797975898741,-1.5479238518813965,-2.4091895718770022,1.8110661358952138,2.3758274881230634,-3.656763725903103,-4.1558733050125625,5.582424880438806,4.496725300152885,1
2.193284167160352,0.01451310343471146,-0.5827332086537516,0.8650090762877185,1.5479034065416015,2.474184197436064,-2.2571818088709734,0.11932784207229696,1.1537763798217053,0.20903328182959857,1
-1.242211277805641,-1.3306320060048638,-0.7486462732017298,2.5257886786102723,0.4916055890632558,0.12254403869924246,0.7871642022016239,1.7553328590522532,1.7519720578332763,-2.2116453147549984,0
-3.5176662781495898,-2.561343211318878,0.1888305444762346,2.952502167928688,-2.5659788393377876,3.6514791152296615,3.069238691948722,2.764362425219468,-1.207599041160537,-2.8113764998657333,0
3.1133408218219256,0.20705656772577274,-0.7952819437755665,-1.4500600748220753,0.8185357492517182,3.0563181483746154,-5.20271080684825,-1.217269039004386,4.741015415040853,1.5304684873910255,1
-3.5790124810760453,-3.797112339390389,-2.5102921689565387,3.578113232212884,-1.406834757279562,3.508693603792743,4.179304302157407,1.5473599773513995,-3.3043162070866643,-2.208235280042368,0
0.040837375458704805,-0.036183913356220954,-4.257752402866977,3.871591917530635,-0.577940119712357,4.060297628529588,1.6296216899738194,2.1653604820143513,-1.220984534747776,0.5605337297218922,0
